"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"974",1064,70,706,19,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.1,"striped things",1,"polka-dotted things",0.5,221,211,123,"circle",212122,"True",1,3,2,5,2,22,NA,NA,NA,0.0625,0.625,0.3125,0.33333,0.33333,0.33333,0.28472,0.71528,NA,0.28472,0.71528,NA,0.71528,NA,0.28472,0.25,0.75,NA,0.25,0.75,NA,0.75,NA,0.25,212122
"975",1065,70,1411,20,"english","clouds",0.7,"circles",0.5,"squares",0,"blue things",0,"red things",0,"green things",1,123,122,321,"striped",322111,"True",2,1,3,22,13,6,0.58333,0.41667,0,NA,NA,NA,0,0,1,0.69066,NA,0.30934,NA,1,NA,0.15467,0.15467,0.69066,0.73206,NA,0.26794,NA,1,NA,0.23333,0.23333,0.53333,322111
"976",1066,71,1997,6,"English","solid things",0,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0,"green things",0,112,112,112,"cloud",323232,"False",1,2,3,10,10,10,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,323232
"977",1067,71,1138,7,"English","clouds",0.8,"circles",0.1,"squares",0.5,"solid things",0.05,"striped things",0,"polka-dotted things",0.65,131,211,211,"blue",321212,"True",3,1,2,7,2,2,0.57143,0.07143,0.35714,0.07143,0,0.92857,NA,NA,NA,0.63005,0.36995,NA,0.36995,NA,0.63005,1,NA,NA,0.66908,0.33092,NA,0.33092,NA,0.66908,1,NA,NA,321212
"978",1068,71,682,8,"English","clouds",0,"circles",0.85,"squares",0.05,"solid things",0.65,"striped things",0.7,"polka-dotted things",0.1,223,133,211,"green",212211,"True",3,1,2,23,25,2,0,0.94444,0.05556,0.44828,0.48276,0.06897,NA,NA,NA,0.35539,0.64461,NA,0.1777,0.64461,0.1777,0.35539,NA,0.64461,0.32103,0.67897,NA,0.20992,0.58015,0.20992,0.32103,NA,0.67897,212211
"979",1069,71,2216,9,"English","blue things",0,"red things",0,"green things",0.5,"clouds",0,"circles",0.1,"squares",1,333,133,233,"polka-dotted",323211,"True",2,3,1,27,25,26,0,0.09091,0.90909,NA,NA,NA,0,0,1,0.17918,0.17918,0.64165,NA,NA,1,NA,NA,1,0.23657,0.23657,0.52686,NA,NA,1,NA,NA,1,323211
"980",1070,71,998,10,"English","blue things",0,"red things",0,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",0,112,331,321,"cloud",121112,"False",1,3,2,10,9,6,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.67284,NA,0.32716,0.67284,0.16358,0.16358,0.32716,0.67284,NA,0.7123,NA,0.2877,0.59883,0.20058,0.20058,0.2877,0.7123,NA,121211
"981",1071,71,769,11,"English","clouds",0.65,"circles",0.35,"squares",0.35,"solid things",0.4,"striped things",0.45,"polka-dotted things",0.35,111,221,223,"blue",211212,"True",3,1,2,1,5,23,0.48148,0.25926,0.25926,0.33333,0.375,0.29167,NA,NA,NA,0.66035,0.33965,NA,0.66035,0.33965,NA,0.66035,NA,0.33965,0.71886,0.28114,NA,0.71886,0.28114,NA,0.71886,NA,0.28114,211212
"982",1072,71,1430,12,"English","solid things",0.6,"striped things",0.55,"polka-dotted things",0.15,"clouds",0.3,"circles",0.85,"squares",0.35,222,322,112,"red",322111,"True",3,2,1,14,15,10,0.2,0.56667,0.23333,0.46154,0.42308,0.11538,NA,NA,NA,0.16818,0.66364,0.16818,0.33636,0.66364,NA,NA,1,NA,0.21517,0.56966,0.21517,0.28625,0.71375,NA,NA,1,NA,322111
"983",1073,71,491,13,"English","clouds",0.05,"circles",0.75,"squares",0.2,"blue things",0.1,"red things",0.7,"green things",0.15,212,113,331,"solid",211111,"True",2,1,3,11,19,9,0.05,0.75,0.2,NA,NA,NA,0.10526,0.73684,0.15789,0.17779,0.64443,0.17779,0.64443,NA,0.35557,0.17779,0.64443,0.17779,0.24021,0.51959,0.24021,0.69903,NA,0.30097,0.24021,0.51959,0.24021,211111
"984",1074,71,2110,14,"English","clouds",0.35,"circles",0.35,"squares",0.35,"blue things",0.15,"red things",0.15,"green things",0.15,223,112,131,"striped",111112,"False",2,1,3,23,10,7,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.32716,0.67284,NA,0.16358,0.67284,0.16358,0.16358,0.16358,0.67284,0.2877,0.7123,NA,0.20058,0.59883,0.20058,0.20058,0.20058,0.59883,111211
"985",1075,71,1533,15,"English","solid things",0.6,"striped things",0.05,"polka-dotted things",0.75,"blue things",0.05,"red things",0.1,"green things",0.65,233,223,221,"circle",322112,"True",1,2,3,26,23,5,NA,NA,NA,0.42857,0.03571,0.53571,0.0625,0.125,0.8125,NA,1,NA,NA,0.37207,0.62793,0.37207,NA,0.62793,NA,1,NA,NA,0.33439,0.66561,0.33439,NA,0.66561,322112
"986",1076,71,1324,16,"English","solid things",0.3,"striped things",0.3,"polka-dotted things",0.3,"clouds",0.2,"circles",0.2,"squares",0.15,331,313,133,"blue",122122,"False",3,2,1,9,21,25,0.36364,0.36364,0.27273,0.33333,0.33333,0.33333,NA,NA,NA,0.3313,NA,0.6687,0.3313,NA,0.6687,0.6687,NA,0.3313,0.26743,NA,0.73257,0.26743,NA,0.73257,0.73257,NA,0.26743,122122
"987",1077,71,2283,17,"English","clouds",0.3,"circles",0.3,"squares",0.3,"blue things",0.2,"red things",0.2,"green things",0.2,133,133,123,"polka-dotted",213232,"False",2,1,3,25,25,22,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,1,NA,NA,NA,0.34765,0.65235,NA,NA,1,1,NA,NA,NA,0.30096,0.69904,NA,NA,1,213232
"988",1078,71,1557,18,"English","clouds",0.35,"circles",0.6,"squares",0.25,"solid things",0.6,"striped things",0.15,"polka-dotted things",0.55,232,232,312,"red",322121,"True",3,1,2,17,17,12,0.29167,0.5,0.20833,0.46154,0.11538,0.42308,NA,NA,NA,NA,0.65759,0.34241,0.34241,NA,0.65759,NA,1,NA,NA,0.71432,0.28568,0.28568,NA,0.71432,NA,1,NA,322121
"989",1079,71,1649,19,"English","solid things",0.6,"striped things",0.65,"polka-dotted things",0.3,"blue things",0.2,"red things",0.2,"green things",0.75,223,211,131,"circle",211112,"True",1,2,3,23,2,7,NA,NA,NA,0.3871,0.41935,0.19355,0.17391,0.17391,0.65217,0.34348,0.65652,NA,0.17174,0.65652,0.17174,0.34348,NA,0.65652,0.30699,0.69301,NA,0.20596,0.58808,0.20596,0.30699,NA,0.69301,211211
"990",1080,71,401,20,"English","solid things",0.3,"striped things",0.8,"polka-dotted things",0.25,"clouds",0.9,"circles",0,"squares",0,123,313,333,"green",321112,"True",3,2,1,22,21,27,1,0,0,0.22222,0.59259,0.18519,NA,NA,NA,0.63983,NA,0.36017,0.18009,0.63983,0.18009,NA,NA,1,0.67897,NA,0.32103,0.21679,0.56642,0.21679,NA,NA,1,321211
"991",1081,72,1712,6,"english","blue things",1,"red things",0,"green things",0,"clouds",0,"circles",0,"squares",0,221,222,312,"striped",212112,"True",2,3,1,5,14,12,0.33333,0.33333,0.33333,NA,NA,NA,1,0,0,NA,0.70416,0.29584,0.29584,0.70416,NA,0.70416,0.29584,NA,NA,0.76884,0.23116,0.23116,0.76884,NA,0.76884,0.23116,NA,212112
"992",1082,72,1513,7,"english","clouds",0.9,"circles",0.05,"squares",0.5,"solid things",0,"striped things",0,"polka-dotted things",1,133,233,213,"green",322112,"True",3,1,2,25,26,20,0.62069,0.03448,0.34483,0,0,1,NA,NA,NA,0.68563,0.31437,NA,0.31437,NA,0.68563,NA,NA,1,0.73827,0.26173,NA,0.26173,NA,0.73827,NA,NA,1,322112
"993",1083,72,2144,8,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,223,132,111,"striped",111112,"False",2,3,1,23,16,1,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.27154,0.72846,NA,0.13577,0.72846,0.13577,0.13577,0.13577,0.72846,0.22796,0.77204,NA,0.22727,0.54545,0.22727,0.22727,0.22727,0.54545,111211
"994",1084,72,1322,9,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,232,133,112,"circle",122122,"False",1,2,3,17,25,10,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.27795,0.72205,NA,0.27795,NA,0.72205,NA,0.72205,0.27795,0.21436,0.78564,NA,0.21436,NA,0.78564,NA,0.78564,0.21436,122122
"995",1085,72,1631,10,"english","clouds",0.5,"circles",0.9,"squares",0,"blue things",0.5,"red things",0,"green things",1,233,332,311,"polka-dotted",211112,"True",2,1,3,26,18,3,0.35714,0.64286,0,NA,NA,NA,0.33333,0,0.66667,NA,0.69642,0.30358,0.30358,NA,0.69642,0.15179,0.15179,0.69642,NA,0.74823,0.25177,0.25177,NA,0.74823,0.26061,0.26061,0.47879,211211
"996",1086,72,1567,11,"english","solid things",0.15,"striped things",0.15,"polka-dotted things",1,"clouds",1,"circles",0.5,"squares",0,133,133,323,"green",322121,"True",3,2,1,25,25,24,0.66667,0.33333,0,0.11538,0.11538,0.76923,NA,NA,NA,0.68862,NA,0.31138,NA,0.31138,0.68862,NA,NA,1,0.74216,NA,0.25784,NA,0.25784,0.74216,NA,NA,1,322121
"997",1087,72,2336,12,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,111,112,112,"blue",123232,"False",3,1,2,1,10,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,1,NA,NA,1,NA,NA,0.7062,0.2938,NA,1,NA,NA,1,NA,NA,0.75967,0.24033,NA,123232
"998",1088,72,607,13,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,213,113,322,"circle",112121,"False",1,3,2,20,19,15,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.13897,0.72205,0.13897,0.72205,0.27795,NA,NA,0.27795,0.72205,0.24495,0.5101,0.24495,0.78564,0.21436,NA,NA,0.21436,0.78564,112121
"999",1089,72,135,14,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0,"green things",1,133,132,311,"polka-dotted",212111,"True",2,1,3,25,16,3,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0,0.66667,0.71564,NA,0.28436,0.28436,NA,0.71564,0.14218,0.14218,0.71564,0.77204,NA,0.22796,0.22796,NA,0.77204,0.26061,0.26061,0.47879,212111
"1000",1090,72,257,15,"english","solid things",0.1,"striped things",0.8,"polka-dotted things",0.5,"blue things",0.8,"red things",0.05,"green things",0,121,113,321,"cloud",212222,"True",1,2,3,4,19,6,NA,NA,NA,0.07143,0.57143,0.35714,0.94118,0.05882,0,0.67714,NA,0.32286,0.32286,0.67714,NA,0.67714,NA,0.32286,0.73281,NA,0.26719,0.26719,0.73281,NA,0.73281,NA,0.26719,212222
"1001",1091,72,1101,16,"english","solid things",0.8,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,112,121,121,"cloud",321212,"True",1,2,3,10,4,4,NA,NA,NA,1,0,0,0,1,0,1,NA,NA,0.6836,0.3164,NA,0.3164,0.6836,NA,1,NA,NA,0.73564,0.26436,NA,0.26436,0.73564,NA,321212
"1002",1092,72,481,17,"english","solid things",0.5,"striped things",0.1,"polka-dotted things",0.5,"clouds",0.15,"circles",1,"squares",0.5,232,122,313,"red",211111,"True",3,2,1,17,13,21,0.09091,0.60606,0.30303,0.45455,0.09091,0.45455,NA,NA,NA,0.14014,0.71972,0.14014,0.14014,0.14014,0.71972,NA,0.71972,0.28028,0.25,0.5,0.25,0.25,0.25,0.5,NA,0.75967,0.24033,211111
"1003",1093,72,977,18,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,213,331,332,"solid",121112,"False",2,1,3,20,9,18,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,NA,0.72846,0.27154,0.72846,NA,0.27154,0.13577,0.13577,0.72846,NA,0.77204,0.22796,0.77204,NA,0.22796,0.22727,0.22727,0.54545,121211
"1004",1094,72,1703,19,"english","clouds",0.15,"circles",0.45,"squares",0.5,"blue things",0.9,"red things",0.5,"green things",0.1,231,233,313,"polka-dotted",212112,"True",2,1,3,8,26,21,0.13636,0.40909,0.45455,NA,NA,NA,0.6,0.33333,0.06667,NA,0.70416,0.29584,0.29584,NA,0.70416,0.70416,NA,0.29584,NA,0.76884,0.23116,0.23116,NA,0.76884,0.76884,NA,0.23116,212112
"1005",1095,72,294,20,"english","blue things",0.5,"red things",0.8,"green things",0.2,"clouds",0.5,"circles",0.1,"squares",0.5,122,223,132,"striped",212222,"True",2,3,1,13,23,16,0.45455,0.09091,0.45455,NA,NA,NA,0.33333,0.53333,0.13333,0.67714,0.32286,NA,NA,0.67714,0.32286,NA,0.67714,0.32286,0.73281,0.26719,NA,NA,0.73281,0.26719,NA,0.73281,0.26719,212222
"1006",1096,73,1220,6,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,123,313,331,"striped",112112,"False",2,1,3,22,21,9,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.71528,NA,0.28472,0.14236,0.71528,0.14236,0.28472,NA,0.71528,0.75,NA,0.25,0.19444,0.61111,0.19444,0.25,NA,0.75,112112
"1007",1097,73,1945,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,222,313,113,"circle",111212,"False",1,2,3,14,21,19,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.14236,0.71528,0.14236,0.28472,0.71528,NA,NA,0.71528,0.28472,0.19444,0.61111,0.19444,0.25,0.75,NA,NA,0.75,0.25,111212
"1008",1098,73,960,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,331,112,113,"square",121112,"False",1,3,2,9,10,19,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.27778,NA,0.72222,0.27778,NA,0.72222,0.72222,0.13889,0.13889,0.26316,NA,0.73684,0.26316,NA,0.73684,0.66667,0.16667,0.16667,121211
"1009",1099,73,137,9,"English","solid things",0.5,"striped things",1,"polka-dotted things",0,"blue things",0.5,"red things",0.5,"green things",0.5,122,132,211,"cloud",212111,"True",1,2,3,13,16,2,NA,NA,NA,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.71969,0.28031,NA,0.14015,0.71969,0.14015,0.28031,0.71969,NA,0.75,0.25,NA,0.20833,0.58333,0.20833,0.25,0.75,NA,212111
"1010",1100,73,718,10,"English","solid things",0.5,"striped things",1,"polka-dotted things",0,"clouds",0.5,"circles",0.5,"squares",0.5,221,231,122,"blue",212122,"True",3,2,1,5,8,13,0.33333,0.33333,0.33333,0.33333,0.66667,0,NA,NA,NA,0.30555,0.69445,NA,NA,0.69445,0.30555,0.69445,0.30555,NA,0.27778,0.72222,NA,NA,0.72222,0.27778,0.72222,0.27778,NA,212122
"1011",1101,73,146,11,"English","blue things",1,"red things",0.5,"green things",0,"clouds",0.5,"circles",0.5,"squares",0.5,131,133,212,"polka-dotted",212111,"True",2,3,1,7,25,11,0.33333,0.33333,0.33333,NA,NA,NA,0.66667,0.33333,0,0.71969,0.28031,NA,0.28031,NA,0.71969,0.71969,0.14015,0.14015,0.75,0.25,NA,0.25,NA,0.75,0.58333,0.20833,0.20833,212111
"1012",1102,73,2244,12,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",1,"striped things",0,"polka-dotted things",0,313,333,323,"green",323211,"True",3,1,2,21,27,24,0.33333,0.33333,0.33333,1,0,0,NA,NA,NA,NA,NA,1,0.68667,0.15666,0.15666,NA,NA,1,NA,NA,1,0.53333,0.23333,0.23333,NA,NA,1,323211
"1013",1103,73,1705,13,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0,"striped things",0.5,"polka-dotted things",1,131,111,313,"cloud",212112,"True",1,3,2,7,1,21,NA,NA,NA,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.6894,NA,0.3106,0.3106,NA,0.6894,0.6894,NA,0.3106,0.71875,NA,0.28125,0.28125,NA,0.71875,0.71875,NA,0.28125,212112
"1014",1104,73,1784,14,"English","blue things",0,"red things",0.5,"green things",1,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,123,123,121,"cloud",322132,"True",1,3,2,22,22,4,NA,NA,NA,0.33333,0.33333,0.33333,0,0.33333,0.66667,1,NA,NA,NA,1,NA,0.31333,NA,0.68667,1,NA,NA,NA,1,NA,0.28948,NA,0.71052,323221
"1015",1105,73,783,15,"English","solid things",0,"striped things",1,"polka-dotted things",0.5,"clouds",1,"circles",0,"squares",0.5,121,211,213,"blue",211212,"True",3,2,1,4,2,20,0.66667,0,0.33333,0,0.66667,0.33333,NA,NA,NA,0.64395,0.35605,NA,0.35605,0.64395,NA,0.64395,NA,0.35605,0.65625,0.34375,NA,0.34375,0.65625,NA,0.65625,NA,0.34375,211212
"1016",1106,73,1718,16,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0,"polka-dotted things",1,233,223,321,"green",212112,"True",3,1,2,26,23,6,0.33333,0.33333,0.33333,0.33333,0,0.66667,NA,NA,NA,NA,0.6894,0.3106,NA,0.3106,0.6894,0.3106,NA,0.6894,NA,0.71875,0.28125,NA,0.28125,0.71875,0.28125,NA,0.71875,212112
"1017",1107,73,1875,17,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,231,311,311,"circle",123212,"False",1,2,3,8,3,3,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,0.70667,0.29333,0.29333,NA,0.70667,1,NA,NA,NA,0.73684,0.26316,0.26316,NA,0.73684,1,NA,NA,123212
"1018",1108,73,1615,18,"English","clouds",0.5,"circles",1,"squares",0,"solid things",1,"striped things",0.5,"polka-dotted things",0,212,332,323,"red",211112,"True",3,1,2,11,18,24,0.33333,0.66667,0,0.66667,0.33333,0,NA,NA,NA,NA,0.68751,0.31249,0.68751,0.15625,0.15625,NA,0.68751,0.31249,NA,0.71053,0.28947,0.6,0.2,0.2,NA,0.71053,0.28947,211211
"1019",1109,73,787,19,"English","blue things",0,"red things",1,"green things",0.5,"clouds",0.5,"circles",1,"squares",0,212,311,321,"solid",211212,"True",2,3,1,11,3,6,0.33333,0.66667,0,NA,NA,NA,0,0.66667,0.33333,NA,0.64395,0.35605,0.64395,0.35605,NA,0.35605,0.64395,NA,NA,0.65625,0.34375,0.65625,0.34375,NA,0.34375,0.65625,NA,211212
"1020",1110,73,1474,20,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,223,113,313,"striped",123211,"False",2,1,3,23,19,21,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.14333,0.71333,0.14333,0.28667,0.71333,NA,NA,NA,1,0.16667,0.66667,0.16667,0.275,0.725,NA,NA,NA,1,123211
"1021",1111,74,732,6,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",1,"circles",0,"squares",0.5,132,232,113,"polka-dotted",212122,"True",2,3,1,16,17,19,0.66667,0,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.80157,0.19843,NA,0.19843,NA,0.80157,NA,0.80157,0.19843,0.79762,0.20238,NA,0.20238,NA,0.79762,NA,0.79762,0.20238,212122
"1022",1112,74,1865,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,331,233,233,"square",123212,"False",1,2,3,9,26,26,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,0.19046,0.80954,NA,NA,1,0.80954,NA,0.19046,NA,0.19274,0.80726,NA,NA,1,0.80726,NA,0.19274,123212
"1023",1113,74,430,8,"English","blue things",1,"red things",0.5,"green things",0,"solid things",0,"striped things",1,"polka-dotted things",0,321,313,333,"square",321112,"True",1,3,2,6,21,27,NA,NA,NA,0,1,0,0.66667,0.33333,0,NA,NA,1,0.11742,0.76516,0.11742,0.76516,NA,0.23484,NA,NA,1,0.16667,0.66667,0.16667,0.775,NA,0.225,321211
"1024",1114,74,563,9,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0,"green things",1,323,322,312,"striped",213212,"True",2,1,3,24,15,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0,0.66667,NA,NA,1,0.21923,0.78077,NA,NA,0.21923,0.78077,NA,NA,1,0.22738,0.77262,NA,NA,0.22738,0.77262,213212
"1025",1115,74,1339,10,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,223,212,122,"green",122122,"False",3,2,1,23,11,13,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.17758,0.82242,NA,0.17758,0.82242,NA,NA,0.17758,0.82242,0.17738,0.82262,NA,0.17738,0.82262,NA,NA,0.17738,0.82262,122122
"1026",1116,74,796,11,"English","clouds",0,"circles",0.5,"squares",1,"solid things",0.5,"striped things",1,"polka-dotted things",0,322,132,133,"red",211212,"True",3,1,2,15,16,25,0,0.33333,0.66667,0.33333,0.66667,0,NA,NA,NA,0.23916,NA,0.76084,NA,0.76084,0.23916,NA,0.76084,0.23916,0.25265,NA,0.74735,NA,0.74735,0.25265,NA,0.74735,0.25265,211212
"1027",1117,74,763,12,"English","clouds",0.5,"circles",1,"squares",0,"solid things",0,"striped things",1,"polka-dotted things",0.5,221,311,313,"blue",211212,"True",3,1,2,5,3,21,0.33333,0.66667,0,0,0.66667,0.33333,NA,NA,NA,NA,0.76084,0.23916,0.23916,0.76084,NA,0.76084,NA,0.23916,NA,0.74735,0.25265,0.25265,0.74735,NA,0.74735,NA,0.25265,211212
"1028",1118,74,1567,13,"English","clouds",1,"circles",0.5,"squares",0,"solid things",0.5,"striped things",0,"polka-dotted things",1,133,133,323,"green",322121,"True",3,1,2,25,25,24,0.66667,0.33333,0,0.33333,0,0.66667,NA,NA,NA,0.78077,NA,0.21923,NA,0.21923,0.78077,NA,NA,1,0.77262,NA,0.22738,NA,0.22738,0.77262,NA,NA,1,322121
"1029",1119,74,168,14,"English","solid things",0,"striped things",0.5,"polka-dotted things",1,"blue things",0.5,"red things",0.5,"green things",0.5,331,311,311,"square",323212,"True",1,2,3,9,3,3,NA,NA,NA,0,0.33333,0.66667,0.33333,0.33333,0.33333,NA,NA,1,0.2105,NA,0.7895,1,NA,NA,NA,NA,1,0.21655,NA,0.78345,1,NA,NA,323212
"1030",1120,74,599,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",1,"red things",0.5,"green things",0,221,223,323,"circle",213212,"True",1,2,3,5,23,24,NA,NA,NA,0.33333,0.33333,0.33333,0.66667,0.33333,0,NA,0.78077,0.21923,NA,1,NA,0.78077,NA,0.21923,NA,0.77262,0.22738,NA,1,NA,0.77262,NA,0.22738,213212
"1031",1121,74,83,16,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,333,322,121,"polka-dotted",122111,"False",2,3,1,27,15,4,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.17064,NA,0.82936,NA,0.17064,0.82936,0.08532,0.08532,0.82936,0.19275,NA,0.80725,NA,0.19275,0.80725,0.00795,0.00795,0.98411,122111
"1032",1122,74,1913,17,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,223,111,112,"green",111212,"False",3,1,2,23,1,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.17758,0.82242,NA,0.17758,0.82242,NA,0.08879,0.08879,0.82242,0.17738,0.82262,NA,0.17738,0.82262,NA,0.08929,0.08929,0.82143,111212
"1033",1123,74,420,18,"English","clouds",0.05,"circles",0,"squares",1,"blue things",0.05,"red things",0.5,"green things",1,323,121,221,"striped",321112,"True",2,1,3,24,4,5,0.04762,0,0.95238,NA,NA,NA,0.03226,0.32258,0.64516,0.11742,0.11742,0.76516,NA,1,NA,0.23484,NA,0.76516,0.16667,0.16667,0.66667,NA,1,NA,0.225,NA,0.775,321211
"1034",1124,74,895,19,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,333,322,213,"polka-dotted",112122,"False",2,3,1,27,15,20,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,NA,0.17758,0.82242,0.08879,0.08879,0.82242,NA,0.17758,0.82242,NA,0.17738,0.82262,0.08929,0.08929,0.82143,NA,0.17738,0.82262,112122
"1035",1125,74,1447,20,"English","blue things",0,"red things",1,"green things",0,"solid things",1,"striped things",0,"polka-dotted things",0,312,313,321,"square",322111,"True",1,3,2,12,21,6,NA,NA,NA,1,0,0,0,1,0,NA,NA,1,0.78077,0.21923,NA,0.10962,0.78077,0.10962,NA,NA,1,0.78345,0.21655,NA,0.11905,0.7619,0.11905,322111
"1036",1126,75,1410,6,"ENGLISH","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,232,231,133,"polka-dotted",322111,"True",2,1,3,17,8,25,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.55006,0.44994,NA,NA,NA,1,0.27503,0.44994,0.27503,0.50164,0.49836,NA,NA,NA,1,0.33036,0.33929,0.33036,322111
"1037",1127,75,2104,7,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,112,233,323,"cloud",111112,"False",1,2,3,10,26,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.44728,0.27636,0.27636,0.44728,0.27636,0.27636,NA,0.44728,0.55272,0.33854,0.33073,0.33073,0.33854,0.33073,0.33073,NA,0.49845,0.50155,111211
